"","token","lemma"
"35495","steeling","steel"
"35496","steelmakers","steelmaker"
"35497","steelmills","steelmill"
"35498","steels","steel"
"35499","steelworkers","steelworker"
"35500","steeped","steep"
"35501","steepened","steepen"
"35502","steepening","steepen"
"35503","steepens","steepen"
"35504","steeper","steep"
"35505","steepest","steep"
"35506","steeping","steep"
"35507","steeplechases","steeplechase"
"35508","steeplejacks","steeplejack"
"35509","steeples","steeple"
"35510","steepnesses","steepness"
"35511","steeps","steep"
"35512","steered","steer"
"35513","steerers","steerer"
"35514","steering","steer"
"35515","steers","steer"
"35516","steersmen","steersman"
"35517","steins","stein"
"35518","stelae","stela"
"35519","steles","stele"
"35520","stellae","stella"
"35521","stem-cells","stem-cell"
"35522","stemmed","stem"
"35523","stemming","stem"
"35524","stems","stem"
"35525","stenches","stench"
"35526","stenciled","stencil"
"35527","stenciling","stencil"
"35528","stencilled","stencil"
"35529","stencilling","stencil"
"35530","stencils","stencil"
"35531","stenographers","stenographer"
"35532","stenoses","stenosis"
"35533","stentings","stenting"
"35534","stents","stent"
"35535","step-daughters","step-daughter"
"35536","step-mothers","step-mother"
"35537","step-parents","step-parent"
"35538","stepbrothers","stepbrother"
"35539","stepchildren","stepchild"
"35540","stepchilds","stepchild"
"35541","stepdaughters","stepdaughter"
"35542","stepfamilies","stepfamily"
"35543","stepfathers","stepfather"
"35544","stepladders","stepladder"
"35545","stepmothers","stepmother"
"35546","stepparents","stepparent"
"35547","stepped","step"
"35548","steppers","stepper"
"35549","steppes","steppe"
"35550","stepping","step"
"35551","steppings","stepping"
"35552","steps","step"
"35553","stepsisters","stepsister"
"35554","stepsons","stepson"
"35555","stereochemistries","stereochemistry"
"35556","stereograms","stereogram"
"35557","stereos","stereo"
"35558","stereoscopes","stereoscope"
"35559","stereotyped","stereotype"
"35560","stereotypes","stereotype"
"35561","stereotypies","stereotypy"
"35562","stereotyping","stereotype"
"35563","sterilisations","sterilisation"
"35564","sterilised","sterilise"
"35565","sterilisers","steriliser"
"35566","sterilises","sterilise"
"35567","sterilising","sterilise"
"35568","sterilities","sterility"
"35569","sterilizations","sterilization"
"35570","sterilized","sterilize"
"35571","sterilizers","sterilizer"
"35572","sterilizes","sterilize"
"35573","sterilizing","sterilize"
"35574","sterna","sternum"
"35575","sterner","stern"
"35576","sternest","stern"
"35577","sterns","stern"
"35578","sternums","sternum"
"35579","steroids","steroid"
"35580","sterols","sterol"
"35581","stethoscopes","stethoscope"
"35582","stetsons","stetson"
"35583","stevedores","stevedore"
"35584","stewarded","steward"
"35585","stewardesses","stewardess"
"35586","stewarding","steward"
"35587","stewards","steward"
"35588","stewed","stew"
"35589","stewing","stew"
"35590","stews","stew"
"35591","stick-in-the-muds","stick-in-the-mud"
"35592","stick-ups","stick-up"
"35593","stickers","sticker"
"35594","stickier","sticky"
"35595","stickiest","sticky"
"35596","sticking","stick"
"35597","sticklebacks","stickleback"
"35598","sticklers","stickler"
"35599","stickpins","stickpin"
"35600","sticks","stick"
"35601","sties","sty"
"35602","stiffened","stiffen"
"35603","stiffeners","stiffener"
"35604","stiffening","stiffen"
"35605","stiffens","stiffen"
"35606","stiffer","stiff"
"35607","stiffest","stiff"
"35608","stiffnesses","stiffness"
"35609","stiffs","stiff"
"35610","stifled","stifle"
"35611","stifles","stifle"
"35612","stifling","stifle"
"35613","stigmas","stigma"
"35614","stigmata","stigma"
"35615","stigmatisations","stigmatisation"
"35616","stigmatised","stigmatise"
"35617","stigmatises","stigmatise"
"35618","stigmatising","stigmatise"
"35619","stigmatized","stigmatize"
"35620","stigmatizes","stigmatize"
"35621","stigmatizing","stigmatize"
"35622","stiles","stile"
"35623","stilettoes","stiletto"
"35624","stilettos","stiletto"
"35625","still-births","still-birth"
"35626","still-lifes","still-life"
"35627","stillbirths","stillbirth"
"35628","stillborns","stillborn"
"35629","stilled","still"
"35630","stiller","still"
"35631","stillest","still"
"35632","stilling","still"
"35633","stills","still"
"35634","stilted","stilt"
"35635","stilting","stilt"
"35636","stilts","stilt"
"35637","stims","stim"
"35638","stimulants","stimulant"
"35639","stimulated","stimulate"
"35640","stimulates","stimulate"
"35641","stimulating","stimulate"
"35642","stimulations","stimulation"
"35643","stimulators","stimulator"
"35644","stimuli","stimulus"
"35645","stimuluses","stimulus"
"35646","stingers","stinger"
"35647","stingier","stingy"
"35648","stingiest","stingy"
"35649","stinging","sting"
"35650","stingrays","stingray"
"35651","stings","sting"
"35652","stinkers","stinker"
"35653","stinking","stink"
"35654","stinks","stink"
"35655","stinted","stint"
"35656","stinting","stint"
"35657","stints","stint"
"35658","stipendiaries","stipendiary"
"35659","stipends","stipend"
"35660","stipes","stipe"
"35661","stippled","stipple"
"35662","stipples","stipple"
"35663","stippling","stipple"
"35664","stipulated","stipulate"
"35665","stipulates","stipulate"
"35666","stipulating","stipulate"
"35667","stipulations","stipulation"
"35668","stir-fried","stir-fry"
"35669","stir-fries","stir-fry"
"35670","stir-frying","stir-fry"
"35671","stirred","stir"
"35672","stirrers","stirrer"
"35673","stirring","stir"
"35674","stirrings","stirring"
"35675","stirrups","stirrup"
"35676","stirs","stir"
"35677","stitched","stitch"
"35678","stitchers","stitcher"
"35679","stitches","stitch"
"35680","stitching","stitch"
"35681","stoats","stoat"
"35682","stock-cars","stock-car"
"35683","stock-in-trades","stock-in-trade"
"35684","stock-markets","stock-market"
"35685","stock-takings","stock-taking"
"35686","stockades","stockade"
"35687","stockbreeders","stockbreeder"
"35688","stockbrokers","stockbroker"
"35689","stocked","stock"
"35690","stockholders","stockholder"
"35691","stockier","stocky"
"35692","stockiest","stocky"
"35693","stocking","stock"
"35694","stockings","stocking"
"35695","stockists","stockist"
"35696","stockmen","stockman"
"35697","stockpiled","stockpile"
"35698","stockpiles","stockpile"
"35699","stockpiling","stockpile"
"35700","stockrooms","stockroom"
"35701","stocks","stock"
"35702","stocktakings","stocktaking"
"35703","stodgier","stodgy"
"35704","stodgiest","stodgy"
"35705","stoical","stoic"
"35706","stoichiometries","stoichiometry"
"35707","stoics","stoic"
"35708","stoked","stoke"
"35709","stokers","stoker"
"35710","stokes","stoke"
"35711","stoking","stoke"
"35712","stole","steal"
"35713","stolen","steal"
"35714","stoles","stole"
"35715","stolider","stolid"
"35716","stolidest","stolid"
"35717","stolons","stolon"
"35718","stomach-aches","stomach-ache"
"35719","stomached","stomach"
"35720","stomaches","stomach"
"35721","stomaching","stomach"
"35722","stomachs","stomach"
"35723","stomas","stoma"
"35724","stomata","stoma"
"35725","stomatitides","stomatitis"
"35726","stomped","stomp"
"35727","stomping","stomp"
"35728","stomps","stomp"
"35729","stone-walled","stone-wall"
"35730","stone-walling","stone-wall"
"35731","stone-walls","stone-wall"
"35732","stonebreakers","stonebreaker"
"35733","stonechats","stonechat"
"35734","stoned","stone"
"35735","stonemasons","stonemason"
"35736","stoners","stoner"
"35737","stones","stone"
"35738","stonewalled","stonewall"
"35739","stonewalling","stonewall"
"35740","stonewalls","stonewall"
"35741","stoneworts","stonewort"
"35742","stonier","stony"
"35743","stoniest","stony"
"35744","stoning","stone"
"35745","stood","stand"
"35746","stooges","stooge"
"35747","stoolpigeons","stoolpigeon"
"35748","stools","stool"
"35749","stooped","stoop"
"35750","stooping","stoop"
"35751","stoops","stoop"
"35752","stop-overs","stop-over"
"35753","stop-pressed","stop-press"
"35754","stop-presses","stop-press"
"35755","stop-pressing","stop-press"
"35756","stopcocks","stopcock"
"35757","stoped","stope"
"35758","stopes","stope"
"35759","stopgaps","stopgap"
"35760","stoping","stope"
"35761","stoplights","stoplight"
"35762","stopovers","stopover"
"35763","stoppages","stoppage"
"35764","stopped","stop"
"35765","stoppered","stopper"
"35766","stoppering","stopper"
"35767","stoppers","stopper"
"35768","stopping","stop"
"35769","stops","stop"
"35770","stopwatches","stopwatch"
"35771","storages","storage"
"35772","stored","store"
"35773","storefronts","storefront"
"35774","storehouses","storehouse"
"35775","storekeepers","storekeeper"
"35776","storerooms","storeroom"
"35777","stores","store"
"35778","storeys","storey"
"35779","stories","story"
"35780","storing","store"
"35781","storks","stork"
"35782","stormed","storm"
"35783","stormier","stormy"
"35784","stormiest","stormy"
"35785","storming","storm"
"35786","storms","storm"
"35787","story-tellers","story-teller"
"35788","storybooks","storybook"
"35789","storytellers","storyteller"
"35790","stouter","stout"
"35791","stoutest","stout"
"35792","stouts","stout"
"35793","stove","stave"
"35794","stovepipes","stovepipe"
"35795","stoves","stove"
"35796","stowages","stowage"
"35797","stowaways","stowaway"
"35798","stowed","stow"
"35799","stowing","stow"
"35800","stows","stow"
"35801","straddled","straddle"
"35802","straddles","straddle"
"35803","straddling","straddle"
"35804","strafed","strafe"
"35805","strafes","strafe"
"35806","strafing","strafe"
"35807","straggled","straggle"
"35808","stragglers","straggler"
"35809","straggles","straggle"
"35810","stragglier","straggly"
"35811","straggliest","straggly"
"35812","straggling","straggle"
"35813","straightaways","straightaway"
"35814","straightened","straighten"
"35815","straighteners","straightener"
"35816","straightening","straighten"
"35817","straightens","straighten"
"35818","straighter","straight"
"35819","straightest","straight"
"35820","straights","straight"
"35821","strained","strain"
"35822","strainers","strainer"
"35823","straining","strain"
"35824","strains","strain"
"35825","straitjackets","straitjacket"
"35826","straits","strait"
"35827","strakes","strake"
"35828","stranded","strand"
"35829","stranding","strand"
"35830","strands","strand"
"35831","stranger","strange"
"35832","strangers","stranger"
"35833","strangest","strange"
"35834","strangled","strangle"
"35835","strangleholds","stranglehold"
"35836","stranglers","strangler"
"35837","strangles","strangle"
"35838","strangling","strangle"
"35839","strangulated","strangulate"
"35840","strangulates","strangulate"
"35841","strangulating","strangulate"
"35842","strangulations","strangulation"
"35843","strapped","strap"
"35844","strapping","strap"
"35845","straps","strap"
"35846","strata","stratum"
"35847","stratagems","stratagem"
"35848","strategies","strategy"
"35849","strategised","strategise"
"35850","strategises","strategise"
"35851","strategising","strategise"
"35852","strategists","strategist"
"35853","strategized","strategize"
"35854","strategizes","strategize"
"35855","strategizing","strategize"
"35856","strati","stratus"
"35857","stratifications","stratification"
"35858","stratified","stratify"
"35859","stratifies","stratify"
"35860","stratifying","stratify"
"35861","stratospheres","stratosphere"
"35862","stratums","stratum"
"35863","strawberries","strawberry"
"35864","straws","straw"
"35865","strayed","stray"
"35866","straying","stray"
"35867","strays","stray"
"35868","streaked","streak"
"35869","streakers","streaker"
"35870","streakier","streaky"
"35871","streakies","streaky"
"35872","streakiest","streaky"
"35873","streaking","streak"
"35874","streaks","streak"
"35875","streamed","stream"
"35876","streamers","streamer"
"35877","streaming","stream"
"35878","streamlined","streamline"
"35879","streamlines","streamline"
"35880","streamlining","streamline"
"35881","streams","stream"
"35882","streetcars","streetcar"
"35883","streetlamps","streetlamp"
"35884","streetlevels","streetlevel"
"35885","streetlights","streetlight"
"35886","streets","street"
"35887","streetwalkers","streetwalker"
"35888","strengthened","strengthen"
"35889","strengthening","strengthen"
"35890","strengthens","strengthen"
"35891","strengths","strength"
"35892","streptococci","streptococcus"
"35893","streptokinases","streptokinase"
"35894","stressed","stress"
"35895","stresses","stress"
"35896","stressing","stress"
"35897","stressors","stressor"
"35898","stretched","stretch"
"35899","stretcher-bearers","stretcher-bearer"
"35900","stretchers","stretcher"
"35901","stretches","stretch"
"35902","stretchier","stretchy"
"35903","stretchiest","stretchy"
"35904","stretching","stretch"
"35905","strewed","strew"
"35906","strewing","strew"
"35907","strewn","strew"
"35908","strews","strew"
"35909","striae","stria"
"35910","strias","stria"
"35911","striata","striatum"
"35912","striated","striate"
"35913","striates","striate"
"35914","striating","striate"
"35915","striations","striation"
"35916","striatums","striatum"
"35917","stricken","strike"
"35918","stricter","strict"
"35919","strictest","strict"
"35920","strictures","stricture"
"35921","strid","stride"
"35922","stridden","stride"
"35923","stridenter","strident"
"35924","stridentest","strident"
"35925","striders","strider"
"35926","strides","stride"
"35927","striding","stride"
"35928","strike-breakers","strike-breaker"
"35929","strikebreakers","strikebreaker"
"35930","strikers","striker"
"35931","strikes","strike"
"35932","striking","strike"
"35933","stringencies","stringency"
"35934","stringier","stringy"
"35935","stringiest","stringy"
"35936","stringing","string"
"35937","strings","string"
"35938","striped","stripe"
"35939","stripes","stripe"
"35940","stripier","stripy"
"35941","stripiest","stripy"
"35942","striping","stripe"
"35943","striplings","stripling"
"35944","stripped","strip"
"35945","strippers","stripper"
"35946","stripping","strip"
"35947","strips","strip"
"35948","stripteases","striptease"
"35949","strived","strive"
"35950","striven","strive"
"35951","strives","strive"
"35952","striving","strive"
"35953","strivings","striving"
"35954","strobes","strobe"
"35955","strode","stride"
"35956","stroked","stroke"
"35957","strokes","stroke"
"35958","stroking","stroke"
"35959","strolled","stroll"
"35960","strollers","stroller"
"35961","strolling","stroll"
