,seq_no,segment,polarity
6758,6758,The legs remained bent.,0.5871033072471619
6759,6759,"A form of rigor mortis, perhaps.",0.30741432309150696
6760,6760,I thought I might be doing damage,0.35127362608909607
6761,6761,but I was beginning not to care.,0.2719244062900543
6762,6762,"I pulled him out, inches at a time, and rolled him onto the stretcher.",0.6085919737815857
6763,6763,I straightened his legs by pushing down on his knees with my foot.,0.4609728157520294
6764,6764,"For Mirandas benefit, I covered him, face included, with the blanket.",0.2643733024597168
6765,6765,Enough magical thought.,0.16780945658683777
6766,6766,My attitude now was brisk.,0.8019989132881165
6767,6767,"I went outside to open up the van doors, then fetched Miranda.",0.2798503637313843
6768,6768,"When she saw the covered form, she shook her head.",0.45608752965927124
6769,6769,"Better to uncover his face and tell people it is a mannequin.""",0.3511788547039032
6770,6770,"But when I pulled the blanket off, she looked away.",0.6044548153877258
6771,6771,"We carried him out just as we had carried him in long ago, with me at the head.",0.7721923589706421
6772,6772,No one saw us as we slid the stretcher into the van.,0.6537608504295349
6773,6773,"I secured the doors, and as I turned she kissed me,",0.6064081788063049
6774,6774,told me she loved me and wished me luck.,0.39538338780403137
6775,6775,She did not want to come with me.,0.3983629643917084
6776,6776,She would stay at home and wait for the phone call from Jasmin.,0.5891249775886536
6777,6777,"We had not heard anything by twelve thirty, so I set off.",0.6634038686752319
6778,6778,"I took my usual route towards Vauxhall and Waterloo Bridge, but I was still a mile from the river and I was in heavy traffic.",0.6847459673881531
6779,6779,Of course.,0.40129488706588745
6780,6780,Our own concerns had obliterated the great event that was obsessing the entire nation.,0.3586273491382599
6781,6781,"It was the long-awaited first day of the general strike and a huge demonstration, the biggest ever, was taking place in London today.",0.7423468232154846
6782,6782,Division was everywhere.,0.6713441014289856
6783,6783,Half the trade union movement was against the strike.,0.8713507056236267
6784,6784,Half the government and half the Opposition were against Healey's decision not to leave the European Union.,0.8243278861045837
6785,6785,International lenders were imposing further spending cuts on a government that had promised to spend more.,0.6206555962562561
6786,6786,The fate of the nation's nuclear weapons was not yet resolved.,0.38293129205703735
6787,6787,The old arguments were bitter.,0.6101117730140686
6788,6788,Half the Labour Party membership wanted Healey out.,0.8134113550186157
6789,6789,"Some wanted a general election, others wanted their own man or woman in place.",0.28906574845314026
6790,6790,"There were calls, derided here, applauded there, for a national government.",0.6017500162124634
6791,6791,A state of emergency remained in place.,0.6010993123054504
6792,6792,The economy had shrunk by five per cent in a year.,0.8021134734153748
6793,6793,Riots were as frequent as strikes.,0.5314880609512329
6794,6794,Inflation went on rising.,0.5596280097961426
6795,6795,No one knew where such discontent and discord were taking us.,0.4817332625389099
6796,6796,It had brought me to a potholed street by a line of shabby junk shops in Vauxhall.,0.492372989654541
6797,6797,Gridlock.,0.48052528500556946
6798,6798,"While we were stationary, I phoned home.",0.7480827569961548
6799,6799,No news.,0.5415468215942383
6800,6800,"After waiting twenty minutes, I eased off the road and half mounted the pavement.",0.49204930663108826
6801,6801,"I would seen an item that might be of use, displayed outside along with piled desks, lamp stands and bed frames.",0.38506489992141724
6802,6802,"It was a wheelchair of the minimal, upright, tubular-steel design once used in hospitals.",0.5813179612159729
6803,6803,"It was dented and grubby, with frayed security straps, but the wheels turned well enough and after some haggling, I paid PS2 for it.",0.7888827919960022
6804,6804,The junk-shop owner helped me lift what I told him was a water-filled mannequin out of the van and into the chair.,0.36979204416275024
6805,6805,He did not ask me what the water was for.,0.6885338425636292
6806,6806,I tightened the chest and waist security straps more forcefully than any sentient being could have tolerated.,0.3545601963996887
6807,6807,"I stowed the stretcher, locked the van and began the long trudge northwards.",0.6234132647514343
6808,6808,The chair was as heavy as its burden and one wheel squeaked under the weight.,0.6417720317840576
6809,6809,None of its fellows turned as easily as they had when the chair was empty.,0.8644881844520569
6810,6810,"If the pavements had been deserted, it would have been hard enough, but they were as jammed as the roads.",0.696639895439148
6811,6811,It was the usual conundrum--people were flowing away from the march just as thousands were surging towards it.,0.5179716348648071
6812,6812,"At the slightest incline, I had to double my efforts.",0.6184499859809875
6813,6813,I crossed the river at Vauxhall Bridge and passed by the Tate Gallery.,0.7821980118751526
6814,6814,"By the time I reached Parliament Square and was starting along Whitehall, the front wheels began to tighten against their axles.",0.4664927124977112
6815,6815,I was grunting at each step with the effort.,0.7970527410507202
6816,6816,"I imagined myself as a servant in pre-industrial times, transporting my impassive lord to his leisured appointment, where I would wait, thankless, to carry him back.",0.3490447998046875
6817,6817,I would almost forgotten the purpose of my exertions.,0.7967466711997986
6818,6818,All I knew was getting to King's Cross.,0.22217459976673126
6819,6819,But now my progress was blocked.,0.38651272654533386
6820,6820,Trafalgar Square was packed tight for speeches.,0.7615839242935181
6821,6821,We approached on an explosion of applause and shouting.,0.258428692817688
6822,6822,"The litter under my feet, thin streamers of fine plastic, tangled with the wheels.",0.7693406939506531
6823,6823,I risked being trampled by going down below knee level to pull the mess clear.,0.44680461287498474
6824,6824,"It was going to take me a long time to reach the Charing Cross Road, 200 yards away.",0.5471299886703491
6825,6825,No one wanted or was able to give way.,0.6453517079353333
6826,6826,It was no easier to retreat than to advance.,0.5032897591590881
6827,6827,All the side streets were filling now.,0.887451171875
6828,6828,"The din, the clatter, the foghorns, bass drums, whistles and chants were both thunderous and piercing.",0.45783066749572754
6829,6829,"As I fought to edge His Lordship forward, I penetrated--but so slowly--layers of disappointment and anger, confusion and blame.",0.8702204823493958
6830,6830,"Poverty, unemployment, housing, healthcare and care for the old, education, crime, race, gender, climate, opportunity--every old problem of social existence remained unsolved, according to all the voices, placards, t-shirts and banners.",0.6148847341537476
6831,6831,Who could doubt them?,0.21544954180717468
6832,6832,It was a great clamour for something better.,0.47104769945144653
6833,6833,"And pushing my dirty broken chair, its complaining wheel lost to the din, I squeezed through the crowd unnoticed, with a new problem about to be added to the rest--wondrous machines like Adam and his kind, whose moment had not quite yet come.",0.7317931652069092
6834,6834,Making progress up St. Martin's Lane was just as hard.,0.4624548852443695
6835,6835,"Further north, the crowds began to thin.",0.642578125
6836,6836,"But just as I reached New Oxford Street, the noisy wheel locked and for the rest of the way I had to lift and tilt the chair as well as push.",0.5905441045761108
6837,6837,I stopped at a pub near the British Museum and drank a pint of shandy.,0.48908042907714844
6838,6838,"From there, I phoned Miranda again.",0.5316222310066223
6839,6839,Still no news.,0.5794758796691895
6840,6840,I arrived three hours late for my appointment at York Way.,0.8399295210838318
6841,6841,A security guard behind a long curving slab of marble made a call and asked me to sign myself in.,0.1668349951505661
6842,6842,"After ten minutes, two assistants came and took Adam away.",0.6805651187896729
6843,6843,One of them returned half an hour later to take me up to meet the director.,0.6696662902832031
6844,6844,The lab was a long room on the seventh floor.,0.7287669777870178
6845,6845,Under a glare of strip lighting were two stainless-steel tables.,0.2750650644302368
